collection,key
destination,1868
destination,1089
destination,10
destination,1876
destination,1083
destination,1735
destination,1011
neighborhood,10575
neighborhood,10589
neighborhood,10713
neighborhood,10079
property,100141
property,100003
property,100518
property,100369
lodging_type,3
lodging_type,T
lodging_type,A
lodging_type,5
lodging_type,O
destination,1044
neighborhood,1
neighborhood,10391
neighborhood,10325
neighborhood,10245
neighborhood,10350
neighborhood,10009
property,100776
property,100040
property,100132
property,100658
property,100417
property,100
property,100298
lodging_type,6
lodging_type,5
destination,1195
destination,1443
destination,1028
destination,1484
property,100104
property,100883
property,100523
property,100081
property,100198
lodging_type,T
lodging_type,6
lodging_type,C
lodging_type,4
destination,1523
destination,180
destination,1857
destination,1008
destination,1750
destination,104
destination,1025
neighborhood,10056
neighborhood,10232
neighborhood,10102
neighborhood,10867
neighborhood,10591
property,100172
property,100535
property,100000
lodging_type,3
lodging_type,1
lodging_type,7
lodging_type,R
lodging_type,O
destination,1007
destination,1008
destination,1406
destination,110
destination,1048
destination,1029
destination,178
destination,1403
destination,1011
neighborhood,10515
neighborhood,10
neighborhood,10608
neighborhood,10032
neighborhood,10302
property,100157
lodging_type,6
lodging_type,5
lodging_type,C
lodging_type,4
destination,143
destination,1
destination,1296
destination,120
destination,1097
destination,1321
destination,1164
neighborhood,10838
property,100084
property,100037
property,100484
lodging_type,3
lodging_type,2
lodging_type,R
lodging_type,O
destination,1132
destination,1006
destination,1009
destination,1461
destination,100
neighborhood,10257
neighborhood,10034
neighborhood,10350
neighborhood,1028
neighborhood,10354
neighborhood,101
neighborhood,10398
property,100420
property,100269
property,100485
property,100404
property,100078
lodging_type,3
lodging_type,7
lodging_type,B
destination,1004
destination,1167
destination,1339
destination,1684
destination,1091
destination,1013
destination,1038
destination,119
neighborhood,10449
neighborhood,10080
neighborhood,10275
neighborhood,10373
property,10014
property,10000
property,100090
property,100353
property,100542
property,100030
property,100217
lodging_type,T
lodging_type,A
destination,1520
destination,1499
neighborhood,10
neighborhood,10044
neighborhood,10183
neighborhood,10021
neighborhood,10282
neighborhood,10736
neighborhood,10830
property,100007
property,100120
property,100054
property,100654
property,100369
lodging_type,3
lodging_type,2
lodging_type,4
destination,127
destination,1055
destination,1005
destination,1317
destination,1408
destination,1064
destination,1587
destination,102
destination,1150
destination,1014
neighborhood,10152
neighborhood,10768
neighborhood,10334
neighborhood,10345
neighborhood,10100
neighborhood,1071
neighborhood,1073
property,10025
property,100063
property,100550
property,100239
property,100047
property,100800
lodging_type,3
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,5
lodging_type,C
destination,1352
destination,1263
destination,1040
destination,1054
destination,1145
destination,1222
destination,186
destination,1418
neighborhood,10104
neighborhood,10299
neighborhood,10808
neighborhood,10091
neighborhood,10539
neighborhood,10003
neighborhood,10200
neighborhood,10354
neighborhood,10568
property,100234
property,100013
property,100558
property,100242
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,B
lodging_type,8
lodging_type,O
destination,1892
destination,113
destination,1212
destination,1286
destination,160
destination,1797
destination,1777
destination,1529
neighborhood,10299
neighborhood,1028
property,10037
property,100105
property,100026
property,100041
property,100319
property,100375
lodging_type,1
lodging_type,A
lodging_type,6
lodging_type,5
lodging_type,C
lodging_type,4
lodging_type,H
destination,1832
destination,1239
destination,1655
destination,1039
destination,1013
destination,1010
destination,100
destination,1565
neighborhood,10484
neighborhood,10024
neighborhood,10237
property,100120
lodging_type,G
lodging_type,B
lodging_type,4
destination,1571
destination,1415
destination,1134
destination,1431
destination,1451
destination,1254
destination,1865
neighborhood,1030
property,100548
property,10038
property,100269
property,100326
property,100121
property,100366
property,100870
property,100358
property,100000
lodging_type,3
lodging_type,1
lodging_type,6
lodging_type,4
destination,1309
destination,1008
destination,1019
neighborhood,10499
neighborhood,10438
neighborhood,10644
neighborhood,1000
property,100637
property,10017
property,10012
property,100022
property,100011
lodging_type,3
lodging_type,2
lodging_type,A
lodging_type,5
lodging_type,4
destination,1006
destination,1384
neighborhood,10039
neighborhood,1002
neighborhood,10264
neighborhood,10081
neighborhood,10789
neighborhood,10273
neighborhood,10785
neighborhood,10540
property,100028
property,100294
property,100451
property,100684
property,100682
lodging_type,G
lodging_type,B
lodging_type,O
destination,1245
destination,1
destination,1148
destination,1494
destination,1848
destination,1103
destination,1015
destination,1174
neighborhood,10281
neighborhood,10595
neighborhood,1018
property,100346
property,10078
property,100253
property,100145
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,5
lodging_type,C
lodging_type,R
destination,134
destination,1447
destination,1264
destination,1733
destination,1005
destination,108
destination,1348
destination,1504
destination,1769
neighborhood,10370
neighborhood,10130
neighborhood,10227
neighborhood,10696
neighborhood,10453
lodging_type,6
lodging_type,R
destination,1233
destination,1153
destination,1105
destination,101
neighborhood,10460
neighborhood,10038
neighborhood,10068
neighborhood,10247
neighborhood,10030
neighborhood,10878
neighborhood,10671
property,100678
property,100025
property,100073
property,100495
property,100
property,100859
property,100175
lodging_type,1
lodging_type,G
lodging_type,5
lodging_type,C
destination,1510
destination,1192
destination,1144
destination,1747
destination,1094
neighborhood,10119
neighborhood,10837
neighborhood,10182
neighborhood,10432
neighborhood,10385
property,100801
property,100774
property,10058
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,5
lodging_type,8
destination,1227
destination,1419
destination,1047
destination,1492
destination,1250
neighborhood,10297
neighborhood,1069
neighborhood,10273
property,10001
property,100880
property,100359
lodging_type,T
lodging_type,G
lodging_type,6
lodging_type,B
lodging_type,C
lodging_type,O
destination,1031
destination,1316
destination,1162
neighborhood,10128
neighborhood,10006
neighborhood,10839
neighborhood,10004
neighborhood,10175
neighborhood,10339
property,100016
property,100307
property,100684
property,100755
property,100618
property,100092
property,100418
property,100524
property,100056
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,A
lodging_type,6
lodging_type,O
lodging_type,8
destination,1746
destination,1268
destination,1102
neighborhood,10093
neighborhood,10308
neighborhood,10272
neighborhood,10041
property,10066
property,100055
property,100765
property,100342
property,10013
property,100023
property,100570
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,C
lodging_type,R
destination,1001
destination,16
destination,1103
neighborhood,10506
neighborhood,10503
property,10
property,100394
property,100244
property,100005
property,100204
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,6
lodging_type,B
lodging_type,5
lodging_type,R
lodging_type,H
destination,1020
destination,1719
destination,1264
destination,1022
destination,1130
destination,1193
destination,1129
destination,1334
destination,1049
neighborhood,10027
neighborhood,10876
neighborhood,10175
neighborhood,10204
property,100398
property,100540
property,100184
property,100544
lodging_type,1
lodging_type,7
lodging_type,O
destination,1138
destination,1155
destination,1600
destination,1002
neighborhood,10107
property,100714
property,100308
property,10005
property,10033
property,10003
property,100618
property,100722
property,100108
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,O
lodging_type,8
destination,1792
destination,1202
destination,1314
neighborhood,10
neighborhood,1006
neighborhood,10212
neighborhood,10200
neighborhood,10693
property,100852
property,10000
property,100756
property,100199
property,100126
lodging_type,2
lodging_type,O
lodging_type,H
destination,1570
destination,1228
destination,1
destination,1264
destination,1405
destination,1432
destination,1811
destination,1037
neighborhood,1036
neighborhood,10144
property,100574
property,10006
property,100160
property,100181
lodging_type,T
lodging_type,6
lodging_type,5
destination,1510
destination,1763
destination,1502
destination,1037
destination,1365
neighborhood,10028
neighborhood,10878
neighborhood,1025
property,100089
property,100384
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,5
lodging_type,C
lodging_type,8
lodging_type,H
destination,180
destination,1237
destination,1426
destination,1295
destination,1811
destination,1048
destination,1595
neighborhood,10626
neighborhood,10046
neighborhood,10030
property,100008
property,100043
property,100170
property,100571
property,100191
property,100039
lodging_type,2
lodging_type,1
lodging_type,A
lodging_type,6
lodging_type,8
lodging_type,H
destination,1719
destination,1017
destination,1681
destination,1104
destination,158
destination,1000
neighborhood,10880
neighborhood,10290
neighborhood,10121
neighborhood,10029
property,100610
property,100006
property,100014
property,100020
property,100458
property,100191
property,100204
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,A
lodging_type,6
destination,1084
destination,1231
destination,1595
destination,1029
destination,1063
destination,1671
neighborhood,10411
neighborhood,10388
neighborhood,10785
property,100621
property,100208
property,100032
property,100711
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,6
lodging_type,C
lodging_type,R
lodging_type,O
lodging_type,8
destination,161
destination,150
destination,1709
destination,1795
destination,100
neighborhood,10285
neighborhood,10013
neighborhood,10177
neighborhood,10315
neighborhood,1070
property,100752
property,100724
property,10
property,100269
property,100695
property,10082
property,10004
property,100524
property,100116
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,5
lodging_type,C
destination,1473
destination,102
destination,1015
neighborhood,1004
neighborhood,10296
neighborhood,10026
neighborhood,10147
property,100676
property,10
property,100051
property,10000
property,100237
property,10040
property,100241
lodging_type,3
lodging_type,5
lodging_type,H
destination,1593
destination,1350
destination,1360
destination,1635
destination,1545
neighborhood,10894
neighborhood,10170
neighborhood,10243
neighborhood,10266
neighborhood,10209
neighborhood,10389
neighborhood,10120
neighborhood,10099
property,100854
property,100832
property,100627
property,100240
property,100408
lodging_type,3
lodging_type,1
lodging_type,4
destination,1657
destination,1053
destination,173
destination,1504
destination,1598
destination,1768
destination,1000
destination,1015
neighborhood,10000
property,100090
property,100506
property,100893
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,4
lodging_type,8
destination,1263
destination,1244
destination,109
destination,1065
destination,1777
neighborhood,10015
neighborhood,10037
neighborhood,10443
neighborhood,10210
neighborhood,10726
property,100143
property,100062
property,100352
property,100261
property,100191
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,5
lodging_type,B
lodging_type,4
destination,146
destination,1285
destination,1559
destination,1460
destination,1314
destination,1346
destination,1062
neighborhood,10049
neighborhood,10758
neighborhood,10891
neighborhood,10612
neighborhood,10120
neighborhood,10260
neighborhood,101
neighborhood,100
property,100348
property,100749
property,100709
property,100206
property,100085
lodging_type,3
lodging_type,T
lodging_type,5
lodging_type,8
destination,128
destination,1376
neighborhood,10244
neighborhood,10
neighborhood,10247
neighborhood,10478
neighborhood,10019
neighborhood,10079
property,100089
property,100044
property,100236
property,100345
property,100405
lodging_type,3
lodging_type,1
lodging_type,G
lodging_type,6
lodging_type,4
destination,1012
property,100076
property,100754
property,10034
property,100334
property,100582
property,100509
property,10019
lodging_type,T
lodging_type,2
lodging_type,G
lodging_type,4
destination,1119
destination,1891
destination,1223
destination,1077
destination,1312
destination,1118
neighborhood,10057
neighborhood,10000
neighborhood,10476
neighborhood,10322
neighborhood,10430
neighborhood,10060
neighborhood,1018
neighborhood,10685
property,100786
property,100434
lodging_type,2
lodging_type,1
lodging_type,8
lodging_type,O
destination,1004
destination,1615
destination,1282
destination,1157
destination,1400
neighborhood,10047
neighborhood,10067
neighborhood,10011
neighborhood,10315
neighborhood,1000
property,100233
property,100220
property,100826
property,100024
property,100654
lodging_type,3
lodging_type,T
lodging_type,7
lodging_type,R
destination,1187
destination,116
destination,1275
destination,1327
neighborhood,10248
neighborhood,10033
neighborhood,10428
neighborhood,10125
property,100649
property,100191
lodging_type,1
lodging_type,C
destination,1186
destination,1436
destination,1650
destination,1501
destination,1444
destination,1018
neighborhood,10498
neighborhood,10002
neighborhood,100
neighborhood,10064
property,100270
property,100136
lodging_type,1
lodging_type,7
lodging_type,B
lodging_type,R
destination,1459
destination,1148
destination,1532
destination,189
destination,1535
destination,1024
neighborhood,10484
neighborhood,10395
neighborhood,10727
neighborhood,10409
property,100864
property,100588
property,100566
property,100138
property,100113
property,100263
property,100837
property,100455
property,100492
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,4
destination,1232
destination,1397
destination,1194
destination,1064
neighborhood,10016
neighborhood,10678
neighborhood,10235
neighborhood,10020
neighborhood,10079
property,100438
property,100486
property,100283
property,100559
property,100376
property,100270
lodging_type,7
lodging_type,C
destination,153
destination,1308
destination,1108
destination,1596
destination,1230
neighborhood,10000
neighborhood,10369
neighborhood,10019
property,10000
property,100757
property,100365
property,100122
lodging_type,2
lodging_type,A
lodging_type,6
lodging_type,5
lodging_type,4
destination,1761
destination,1015
neighborhood,10527
neighborhood,10885
neighborhood,10098
neighborhood,10463
neighborhood,10715
neighborhood,10079
neighborhood,10063
neighborhood,10339
property,1001
property,100394
property,100244
property,100803
property,100477
property,100061
property,100099
lodging_type,7
lodging_type,5
lodging_type,4
lodging_type,8
lodging_type,H
destination,1559
destination,188
destination,1019
destination,1736
destination,1174
neighborhood,10610
neighborhood,10191
neighborhood,10133
property,100529
property,100431
property,100124
property,100534
destination,1225
destination,1329
neighborhood,10170
neighborhood,10002
neighborhood,10551
neighborhood,10655
neighborhood,10866
neighborhood,10282
neighborhood,10292
property,100158
property,100102
property,100356
property,10008
property,10077
lodging_type,C
lodging_type,O
destination,1398
destination,1224
destination,1745
destination,1825
destination,1230
destination,1105
destination,1562
destination,1010
neighborhood,10083
neighborhood,1006
property,100003
property,100724
property,100771
property,10031
property,10062
property,100115
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,6
lodging_type,4
lodging_type,R
destination,1263
destination,1183
destination,1104
neighborhood,10139
neighborhood,10034
neighborhood,10341
neighborhood,10159
neighborhood,10078
neighborhood,10505
property,100119
property,10016
property,100527
property,100498
property,100793
property,100193
lodging_type,2
lodging_type,T
lodging_type,7
lodging_type,5
lodging_type,B
lodging_type,8
destination,1030
destination,1665
destination,1208
neighborhood,10619
neighborhood,10808
neighborhood,10438
neighborhood,10263
neighborhood,10022
neighborhood,10303
neighborhood,10156
neighborhood,1000
property,100002
property,100169
property,100008
property,100036
property,100081
property,100364
property,100183
property,100614
lodging_type,1
lodging_type,G
lodging_type,7
destination,1032
destination,1202
destination,1472
destination,1402
destination,1337
neighborhood,10002
neighborhood,1048
property,100818
property,100071
property,100043
property,100540
property,100240
property,100
property,100176
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,5
lodging_type,8
lodging_type,H
destination,1110
destination,1648
destination,1697
destination,1300
destination,1267
destination,12
neighborhood,10002
neighborhood,1
neighborhood,10067
neighborhood,10517
neighborhood,10186
property,100320
lodging_type,3
lodging_type,7
lodging_type,A
lodging_type,6
lodging_type,4
destination,1341
destination,1485
destination,1056
destination,1066
neighborhood,10055
neighborhood,10258
neighborhood,10659
property,100382
property,100622
property,100491
property,100047
property,100211
property,10079
lodging_type,3
lodging_type,G
lodging_type,6
lodging_type,C
destination,1195
destination,1669
neighborhood,10322
neighborhood,10488
neighborhood,10081
neighborhood,10446
property,100307
property,100459
property,100128
property,100118
lodging_type,1
lodging_type,O
destination,1419
destination,105
destination,1723
destination,1027
destination,1569
destination,1126
destination,1528
neighborhood,10141
neighborhood,10849
neighborhood,10012
neighborhood,10040
property,100526
property,100041
property,100654
property,100769
property,100031
property,10019
property,100464
lodging_type,6
lodging_type,A
lodging_type,B
destination,10
destination,1455
destination,1012
neighborhood,10037
neighborhood,10198
neighborhood,10672
neighborhood,10052
neighborhood,10051
property,100410
property,100153
property,10025
property,100345
property,100297
property,100033
property,100606
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,A
lodging_type,8
destination,1145
destination,1045
destination,1257
neighborhood,10559
neighborhood,10811
property,100286
property,100710
property,100455
lodging_type,G
lodging_type,6
lodging_type,8
lodging_type,H
destination,1020
destination,1893
destination,1005
destination,1877
destination,1035
neighborhood,10002
neighborhood,1046
neighborhood,10747
property,100237
property,100672
property,100653
property,100108
lodging_type,3
lodging_type,2
lodging_type,5
lodging_type,B
destination,1348
destination,1122
destination,1495
destination,1025
neighborhood,1054
neighborhood,10246
neighborhood,10712
neighborhood,10272
neighborhood,10426
neighborhood,10280
property,100073
property,100669
property,10020
property,100792
property,100046
property,100000
lodging_type,3
destination,1004
destination,1340
destination,1674
destination,1504
destination,1839
destination,1884
neighborhood,10056
neighborhood,10515
neighborhood,10411
neighborhood,10252
neighborhood,10111
neighborhood,10061
neighborhood,1010
neighborhood,10202
property,100074
property,100026
property,100295
property,100240
property,100303
property,100
property,100194
lodging_type,1
lodging_type,B
destination,1051
destination,1803
destination,1238
destination,1566
destination,1036
destination,1240
neighborhood,10360
neighborhood,10581
neighborhood,10416
property,1
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,6
lodging_type,C
lodging_type,4
destination,1652
destination,10
destination,1728
destination,1287
destination,1556
neighborhood,10819
neighborhood,10092
neighborhood,10016
neighborhood,10258
neighborhood,10626
neighborhood,10409
property,100001
property,100015
property,100297
property,100278
property,100835
property,100442
property,100790
property,100087
property,100117
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,A
lodging_type,R
lodging_type,H
destination,1281
destination,110
destination,1092
destination,1266
destination,1565
neighborhood,10152
neighborhood,1000
property,100754
property,100131
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,A
lodging_type,5
destination,1351
destination,1436
destination,1197
destination,1326
destination,1798
destination,1815
neighborhood,10018
neighborhood,10541
neighborhood,10505
neighborhood,10190
property,100017
property,100470
property,100462
property,100008
property,10011
property,100170
property,100641
property,100128
property,100039
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,R
destination,133
destination,121
destination,1059
destination,1057
destination,1611
neighborhood,10308
neighborhood,10297
neighborhood,10492
neighborhood,10432
neighborhood,10425
neighborhood,10165
property,10001
property,100670
property,100066
property,100295
property,100256
property,100580
property,100186
property,100000
lodging_type,G
lodging_type,5
lodging_type,C
lodging_type,R
destination,1729
destination,109
destination,1460
destination,1013
destination,1554
neighborhood,10578
neighborhood,10006
neighborhood,10033
neighborhood,1048
neighborhood,10007
property,100003
property,1
property,100013
property,10013
property,10052
property,100099
lodging_type,4
lodging_type,H
destination,1764
destination,1718
destination,139
destination,1052
destination,1462
neighborhood,10233
neighborhood,10279
neighborhood,10218
neighborhood,10548
neighborhood,10671
neighborhood,10042
neighborhood,10503
neighborhood,10106
property,10
property,100540
property,100118
lodging_type,1
lodging_type,7
lodging_type,5
lodging_type,B
lodging_type,4
lodging_type,R
lodging_type,H
destination,1030
destination,1084
destination,1218
neighborhood,10119
neighborhood,10872
neighborhood,10625
neighborhood,10013
neighborhood,10022
neighborhood,10319
property,10032
lodging_type,1
lodging_type,4
destination,10
destination,138
destination,1750
destination,1248
destination,1710
destination,1016
destination,1087
destination,1254
neighborhood,10012
neighborhood,1024
neighborhood,10143
property,100246
lodging_type,2
lodging_type,A
lodging_type,B
lodging_type,O
lodging_type,H
destination,1021
destination,1002
destination,1019
destination,1094
neighborhood,10700
neighborhood,10
neighborhood,10005
property,10002
property,100399
property,100152
property,100311
property,100054
property,100047
property,100038
lodging_type,3
lodging_type,T
lodging_type,1
lodging_type,B
lodging_type,8
destination,1397
destination,1211
destination,1375
destination,1490
destination,1141
destination,1287
destination,1795
destination,1096
destination,1242
neighborhood,10359
neighborhood,10602
neighborhood,10229
neighborhood,10112
neighborhood,10029
property,100399
property,100158
property,100313
property,100161
property,100883
property,100792
property,100034
property,100433
property,100022
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,R
lodging_type,H
destination,10
destination,110
destination,1314
neighborhood,10006
neighborhood,10377
neighborhood,10694
property,100290
property,100347
property,100243
property,10033
lodging_type,5
lodging_type,O
destination,1031
destination,1002
destination,1054
destination,111
destination,1516
destination,1483
destination,1127
destination,1739
neighborhood,10321
neighborhood,1
neighborhood,10016
neighborhood,10043
neighborhood,10148
neighborhood,10850
neighborhood,10545
neighborhood,10109
neighborhood,100
property,1
property,100498
property,100005
property,100196
property,100838
lodging_type,T
lodging_type,1
lodging_type,5
lodging_type,C
lodging_type,4
lodging_type,H
destination,1350
destination,1433
destination,1067
destination,1801
destination,1093
destination,101
neighborhood,10231
neighborhood,1021
neighborhood,10528
neighborhood,10011
neighborhood,1043
neighborhood,10487
neighborhood,105
neighborhood,10111
neighborhood,10078
property,100421
property,100142
property,10044
property,100342
lodging_type,3
lodging_type,2
lodging_type,7
lodging_type,4
destination,1147
destination,1160
destination,1496
destination,1881
destination,1517
destination,1014
neighborhood,10701
neighborhood,10565
neighborhood,10492
neighborhood,10734
property,10083
property,100517
property,100026
property,100024
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,R
lodging_type,8
lodging_type,O
destination,1262
destination,1447
destination,1748
destination,1018
destination,1027
neighborhood,10001
neighborhood,10014
neighborhood,10344
neighborhood,10662
neighborhood,10081
neighborhood,10194
property,100559
property,100163
property,100000
lodging_type,1
lodging_type,R
lodging_type,4
destination,1694
destination,1091
destination,106
destination,1075
destination,1658
destination,167
neighborhood,1
neighborhood,10123
property,1
property,100527
property,100324
property,100790
lodging_type,3
lodging_type,G
lodging_type,R
destination,1198
destination,1412
destination,1725
destination,100
neighborhood,10371
neighborhood,10000
neighborhood,10043
neighborhood,10363
neighborhood,10748
neighborhood,10435
property,100516
property,100092
property,100129
property,100118
lodging_type,3
lodging_type,T
lodging_type,1
lodging_type,G
lodging_type,B
destination,1407
destination,107
destination,1019
destination,1027
destination,1344
neighborhood,10086
neighborhood,10
neighborhood,10607
neighborhood,10203
neighborhood,10747
neighborhood,10053
neighborhood,10771
property,10047
property,100752
property,100807
property,100225
lodging_type,2
lodging_type,G
lodging_type,8
destination,1032
destination,1740
destination,164
destination,147
destination,1557
destination,1472
destination,1349
destination,1645
neighborhood,10844
neighborhood,1001
neighborhood,10216
neighborhood,10010
neighborhood,10590
neighborhood,10494
neighborhood,10565
property,100230
property,100141
property,100613
property,100586
property,100189
property,100413
property,100542
property,100009
property,100536
property,100607
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,5
lodging_type,R
lodging_type,O
lodging_type,H
destination,1365
neighborhood,10257
neighborhood,10259
neighborhood,10051
property,10073
property,100592
lodging_type,1
lodging_type,A
lodging_type,5
lodging_type,C
lodging_type,8
destination,1
destination,10
destination,1766
destination,1283
destination,1742
destination,1220
destination,1173
destination,1014
neighborhood,10242
neighborhood,10379
neighborhood,10295
neighborhood,10145
property,100878
property,100027
property,100026
property,100764
property,100274
property,100192
lodging_type,2
lodging_type,T
lodging_type,6
lodging_type,R
destination,1445
destination,1006
destination,1093
destination,1048
destination,1888
destination,1025
destination,1032
destination,1223
destination,1068
destination,1473
destination,1268
destination,1847
destination,1176
neighborhood,10258
neighborhood,10069
neighborhood,10778
neighborhood,10307
neighborhood,10032
neighborhood,10124
property,100878
property,100478
property,100469
property,100216
property,10078
property,100838
property,100212
lodging_type,1
lodging_type,6
destination,1236
destination,1000
destination,1551
neighborhood,10068
neighborhood,10255
neighborhood,10823
neighborhood,10379
property,100636
property,100573
property,100070
property,100718
property,100333
property,100352
property,100520
lodging_type,2
lodging_type,T
lodging_type,7
lodging_type,6
lodging_type,O
destination,10
destination,1279
destination,1060
destination,1165
neighborhood,10610
neighborhood,10860
neighborhood,10018
neighborhood,10355
neighborhood,10133
neighborhood,10106
property,100119
property,100473
property,1
property,100228
property,100010
property,100
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,5
lodging_type,4
destination,1472
neighborhood,10038
neighborhood,10360
neighborhood,1007
neighborhood,10642
neighborhood,10189
neighborhood,10687
property,100496
property,10030
property,100609
property,100010
property,100876
lodging_type,3
lodging_type,1
lodging_type,6
lodging_type,C
lodging_type,4
lodging_type,H
destination,1704
destination,1051
destination,10
destination,1182
destination,1423
neighborhood,10336
neighborhood,10740
neighborhood,10080
neighborhood,10778
neighborhood,10022
neighborhood,10633
neighborhood,10223
property,1
property,10054
property,100053
property,100015
property,10045
property,100030
property,100240
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,8
destination,1
destination,1008
destination,1773
destination,1070
neighborhood,10266
neighborhood,10566
neighborhood,10012
neighborhood,10736
property,100236
property,100022
lodging_type,2
lodging_type,5
lodging_type,B
lodging_type,4
lodging_type,R
destination,1050
destination,10
destination,1144
destination,1141
destination,1062
neighborhood,1003
neighborhood,10381
neighborhood,10336
neighborhood,10183
neighborhood,10863
neighborhood,10801
property,100157
property,1
property,100024
property,100729
property,100431
property,100504
property,100133
lodging_type,3
lodging_type,2
lodging_type,6
lodging_type,B
lodging_type,C
lodging_type,R
lodging_type,H
destination,1080
destination,1069
destination,1669
destination,1112
destination,1026
neighborhood,10755
neighborhood,10006
neighborhood,10009
neighborhood,10726
property,100233
property,100314
property,100672
property,100774
property,10013
property,100091
property,100444
property,10007
property,100359
lodging_type,3
lodging_type,1
lodging_type,C
lodging_type,R
lodging_type,8
destination,1
destination,1651
destination,102
neighborhood,10001
neighborhood,10289
neighborhood,10028
neighborhood,10163
neighborhood,10631
neighborhood,10502
neighborhood,10409
property,100549
property,100347
property,100
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,6
lodging_type,5
lodging_type,R
destination,1030
destination,1318
destination,106
destination,1851
destination,1152
destination,1622
destination,1529
destination,1000
destination,1565
neighborhood,10430
neighborhood,10540
property,1002
property,100555
property,100032
property,100690
property,100204
property,100608
lodging_type,3
lodging_type,2
lodging_type,G
lodging_type,7
lodging_type,B
lodging_type,5
lodging_type,C
lodging_type,4
destination,1227
destination,1169
destination,1626
destination,1191
destination,1659
destination,100
neighborhood,10093
neighborhood,10
neighborhood,10206
neighborhood,10012
neighborhood,10120
neighborhood,1060
property,100752
property,100001
property,100102
property,100745
property,100129
property,100570
lodging_type,1
lodging_type,6
lodging_type,A
lodging_type,B
destination,1031
destination,1022
destination,1375
destination,1589
destination,129
neighborhood,10333
neighborhood,10
neighborhood,10096
neighborhood,10888
neighborhood,10019
neighborhood,10800
property,100140
property,100479
property,10024
property,100073
property,100072
property,100655
property,100278
property,100225
property,10053
property,100039
lodging_type,1
lodging_type,7
lodging_type,A
lodging_type,6
lodging_type,8
destination,1550
destination,1221
destination,1498
destination,1073
neighborhood,10246
neighborhood,10582
property,100001
property,10049
property,100284
lodging_type,1
lodging_type,A
lodging_type,H
destination,108
destination,1057
destination,1152
destination,1015
neighborhood,10700
neighborhood,10027
neighborhood,1020
neighborhood,10832
neighborhood,10073
neighborhood,10
neighborhood,10091
neighborhood,10005
property,100470
property,100001
property,100187
property,100033
property,100225
property,1000
property,100162
lodging_type,3
lodging_type,2
lodging_type,A
lodging_type,B
lodging_type,R
lodging_type,O
destination,1004
destination,1720
destination,1122
neighborhood,10846
neighborhood,10710
neighborhood,10829
property,10
property,100891
property,100043
property,100732
property,10008
lodging_type,2
lodging_type,5
lodging_type,R
lodging_type,4
destination,1198
destination,1166
destination,1415
destination,1578
destination,1535
neighborhood,10136
neighborhood,1015
property,100018
property,100063
property,100556
property,100517
property,100509
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,5
lodging_type,B
lodging_type,8
destination,1003
destination,1469
destination,1306
destination,10
destination,1846
neighborhood,10486
neighborhood,1042
neighborhood,10247
neighborhood,10052
property,100346
property,10006
property,100415
property,100020
property,100445
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,6
lodging_type,5
lodging_type,R
destination,172
destination,100
neighborhood,10003
neighborhood,10431
neighborhood,10388
neighborhood,10718
neighborhood,10154
property,100335
property,10026
property,100008
property,100478
property,100012
property,100101
property,100289
property,100869
property,100662
property,100085
lodging_type,2
lodging_type,B
destination,1016
destination,1154
destination,15
destination,1073
destination,1552
neighborhood,10516
neighborhood,10055
neighborhood,10493
neighborhood,10088
property,100007
property,100811
property,100032
property,100139
lodging_type,3
lodging_type,1
lodging_type,B
lodging_type,5
lodging_type,4
lodging_type,R
lodging_type,8
destination,150
destination,1121
destination,101
destination,156
