collection,key
neighborhood,10885
neighborhood,10787
neighborhood,10137
property,100336
property,100404
property,100220
property,100372
property,100172
lodging_type,2
lodging_type,G
lodging_type,6
lodging_type,8
lodging_type,H
destination,1294
destination,1077
destination,1114
destination,1621
neighborhood,10562
neighborhood,10766
neighborhood,10054
neighborhood,10282
neighborhood,10398
lodging_type,3
lodging_type,1
destination,1486
destination,122
destination,1885
destination,1544
destination,130
neighborhood,10896
neighborhood,10310
neighborhood,10488
neighborhood,10184
neighborhood,10004
neighborhood,10790
property,10028
property,1
property,100292
property,100234
property,100102
property,100756
property,100005
property,100116
property,100452
lodging_type,3
lodging_type,1
lodging_type,7
lodging_type,5
lodging_type,R
destination,1512
destination,138
destination,1360
destination,1221
destination,1013
destination,1101
neighborhood,10334
neighborhood,10026
neighborhood,10035
property,100346
property,100062
property,100054
property,100523
property,100838
lodging_type,2
lodging_type,O
destination,1436
neighborhood,10014
neighborhood,10017
neighborhood,10033
neighborhood,10004
neighborhood,10352
neighborhood,1074
neighborhood,10724
neighborhood,10144
property,100008
property,100586
property,100007
property,100021
lodging_type,T
lodging_type,O
destination,1233
destination,1760
destination,1396
destination,1019
destination,1795
destination,1529
neighborhood,10001
neighborhood,10028
neighborhood,1079
neighborhood,10070
neighborhood,10064
property,1
property,10
property,100018
property,100007
property,100813
property,100138
property,100009
property,100035
lodging_type,3
lodging_type,2
lodging_type,R
lodging_type,O
destination,1044
destination,1416
destination,1735
destination,1174
neighborhood,10575
neighborhood,1002
neighborhood,10311
neighborhood,10803
neighborhood,10158
neighborhood,10841
neighborhood,10745
property,100157
property,10000
property,100070
lodging_type,1
lodging_type,G
lodging_type,5
lodging_type,H
destination,1007
destination,1084
destination,1269
destination,1785
neighborhood,10242
neighborhood,10705
neighborhood,1042
neighborhood,10624
neighborhood,1057
neighborhood,10261
neighborhood,10212
neighborhood,10645
neighborhood,10302
property,100308
property,100601
property,10033
property,100826
property,100005
property,100605
property,100837
property,100095
property,100087
property,100056
property,100547
property,100369
lodging_type,2
lodging_type,G
lodging_type,7
lodging_type,5
lodging_type,8
destination,152
destination,1007
destination,101
neighborhood,1068
neighborhood,10440
property,10065
property,100048
property,100
property,100038
lodging_type,2
lodging_type,6
lodging_type,5
lodging_type,H
destination,1001
destination,1592
destination,1631
destination,1011
destination,1787
destination,168
neighborhood,1002
neighborhood,1008
neighborhood,10032
neighborhood,10175
neighborhood,10087
neighborhood,10783
property,100336
property,1000
lodging_type,6
lodging_type,B
lodging_type,O
destination,10
destination,1021
destination,1047
destination,118
neighborhood,10035
neighborhood,1012
neighborhood,1000
property,100775
property,100403
property,100014
property,100022
property,100127
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,7
lodging_type,6
lodging_type,B
lodging_type,5
lodging_type,C
lodging_type,4
destination,1437
destination,1665
destination,1183
destination,1059
destination,1055
destination,1298
destination,1208
neighborhood,10084
neighborhood,10002
neighborhood,10702
neighborhood,10501
neighborhood,1083
neighborhood,10317
property,1
property,100297
property,100442
property,100650
lodging_type,H
neighborhood,10170
neighborhood,10666
neighborhood,10
neighborhood,10297
neighborhood,10185
neighborhood,10386
neighborhood,10062
neighborhood,10106
property,100687
property,100843
property,100728
property,100120
property,10020
property,100067
lodging_type,B
lodging_type,5
lodging_type,4
destination,1050
destination,1581
destination,1167
destination,1053
neighborhood,10055
neighborhood,10003
neighborhood,1045
property,100001
property,10044
property,100605
property,100642
property,100211
property,100011
lodging_type,T
lodging_type,1
lodging_type,G
lodging_type,5
lodging_type,B
lodging_type,R
lodging_type,8
destination,1477
destination,1668
destination,1009
destination,1769
destination,1778
neighborhood,10848
neighborhood,10369
property,100566
property,100037
property,100033
property,100114
property,100133
property,100250
lodging_type,T
lodging_type,6
destination,1523
destination,1004
destination,1134
neighborhood,10535
neighborhood,10467
neighborhood,10676
property,10014
property,100051
property,10023
property,100092
property,100225
property,100794
lodging_type,1
lodging_type,6
lodging_type,8
destination,1456
destination,1228
destination,1406
destination,1052
destination,1812
destination,1142
destination,1645
destination,1011
destination,1881
destination,1127
neighborhood,10001
neighborhood,10870
neighborhood,10844
neighborhood,10007
neighborhood,10817
neighborhood,10358
property,100548
property,100107
property,10002
property,100028
property,100
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,A
lodging_type,B
lodging_type,C
destination,1263
destination,10
destination,1689
destination,1
destination,1860
destination,1325
neighborhood,10346
neighborhood,1071
neighborhood,1000
neighborhood,100
property,100019
property,100063
property,100700
property,100220
property,100006
property,100773
property,100811
property,100744
property,100605
property,100768
property,100088
lodging_type,2
lodging_type,5
destination,10
destination,1614
destination,1353
destination,105
destination,1028
destination,1095
destination,1175
neighborhood,10074
neighborhood,1
neighborhood,10037
neighborhood,10060
neighborhood,10293
property,1
property,10017
property,100060
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,6
lodging_type,5
destination,1232
destination,1056
destination,1846
neighborhood,10015
neighborhood,10439
neighborhood,10026
neighborhood,10078
neighborhood,10029
neighborhood,10293
property,1003
property,100016
property,100007
lodging_type,5
lodging_type,4
destination,125
destination,1807
destination,1628
destination,1802
destination,1019
destination,1888
destination,1535
destination,1229
neighborhood,10859
neighborhood,10244
neighborhood,10092
neighborhood,10180
neighborhood,10019
neighborhood,10088
neighborhood,10828
property,100230
property,100233
property,100002
property,10000
property,1000
property,100000
property,100483
lodging_type,T
lodging_type,5
lodging_type,B
lodging_type,C
lodging_type,4
destination,1032
destination,1445
destination,1464
destination,1597
destination,1039
neighborhood,10075
neighborhood,10
neighborhood,10119
neighborhood,10026
neighborhood,10770
neighborhood,10143
property,100130
property,100047
property,100211
lodging_type,2
lodging_type,5
lodging_type,C
destination,1616
destination,1186
destination,1844
destination,1455
destination,1377
destination,1016
destination,1749
destination,1218
destination,101
destination,1000
neighborhood,10038
neighborhood,1
neighborhood,10403
property,100382
property,100243
property,100044
property,100007
property,100672
property,100300
property,100793
lodging_type,3
lodging_type,6
lodging_type,R
destination,1830
destination,1683
destination,1465
destination,1878
destination,1112
destination,1598
destination,1543
destination,1359
destination,1794
neighborhood,10159
property,1001
property,10
property,100247
property,100072
property,100513
property,100596
property,100010
lodging_type,2
lodging_type,1
lodging_type,R
destination,1232
destination,1167
destination,1500
destination,1710
destination,1220
destination,159
destination,1018
destination,1778
neighborhood,10181
neighborhood,10016
neighborhood,1002
neighborhood,10100
neighborhood,10024
neighborhood,10246
neighborhood,10510
property,100132
property,100144
lodging_type,5
destination,1167
destination,1068
destination,1829
neighborhood,10381
neighborhood,10613
neighborhood,10313
neighborhood,10535
property,100179
property,100014
property,100416
property,100304
lodging_type,3
lodging_type,2
lodging_type,6
lodging_type,5
lodging_type,C
lodging_type,8
lodging_type,H
destination,1397
destination,1
destination,103
neighborhood,10105
neighborhood,1001
neighborhood,10010
neighborhood,10236
neighborhood,10004
neighborhood,10508
property,100106
property,100562
property,100373
lodging_type,G
lodging_type,A
lodging_type,B
destination,1531
destination,1860
destination,1876
destination,1598
destination,1118
neighborhood,10361
neighborhood,10402
neighborhood,10820
neighborhood,10651
neighborhood,10829
neighborhood,1077
neighborhood,10405
property,100075
property,100752
property,100002
property,100023
property,10060
property,100796
lodging_type,1
lodging_type,G
destination,1215
destination,1
destination,1464
destination,1356
neighborhood,10002
neighborhood,10666
neighborhood,10551
neighborhood,10000
neighborhood,10593
neighborhood,10018
property,100245
property,100041
property,100056
lodging_type,3
lodging_type,2
lodging_type,1
destination,1589
neighborhood,10244
neighborhood,10010
neighborhood,10209
neighborhood,10623
property,100077
property,10
property,10005
property,100058
property,100495
lodging_type,3
lodging_type,G
lodging_type,H
destination,1
destination,1006
destination,15
destination,131
neighborhood,10001
neighborhood,10065
neighborhood,10150
neighborhood,10720
neighborhood,10361
property,100335
property,1001
property,100103
property,100092
property,100172
property,10018
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,B
lodging_type,8
destination,1842
destination,1022
destination,100
neighborhood,10207
neighborhood,10
neighborhood,10232
neighborhood,10312
neighborhood,10100
neighborhood,10325
neighborhood,1069
neighborhood,10543
neighborhood,10166
property,100763
property,100554
property,100179
property,100747
property,100532
property,100368
lodging_type,1
lodging_type,7
lodging_type,B
destination,1754
destination,133
destination,1181
destination,1669
destination,1018
destination,1086
neighborhood,10065
neighborhood,10494
neighborhood,10275
neighborhood,10186
neighborhood,10508
neighborhood,10337
property,100154
property,100142
property,100794
lodging_type,2
lodging_type,6
destination,1262
destination,1689
destination,1810
destination,1124
destination,1019
destination,104
neighborhood,10002
neighborhood,10342
neighborhood,10021
neighborhood,10195
neighborhood,10531
neighborhood,1000
neighborhood,10202
neighborhood,10220
property,100167
property,100019
property,100001
property,100603
lodging_type,3
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,4
lodging_type,R
lodging_type,O
destination,1476
destination,1031
destination,1510
destination,1133
destination,1815
neighborhood,10664
neighborhood,1036
neighborhood,10018
neighborhood,1073
property,100119
property,100016
property,100002
property,100024
property,100733
property,100434
lodging_type,1
lodging_type,O
destination,1523
destination,1524
destination,1875
destination,1326
neighborhood,10151
neighborhood,10206
neighborhood,10000
